Limit Breached,Result Date,Parameter,Sample Point,Result
False,2023-06-09 09:25:00,Temperature,ZONE_BB_NODE_08,13.4
False,2023-06-09 09:20:00,"Chlorine, Free",ZONE_CR_NODE_07,1.9
False,2023-06-09 09:20:00,"Chlorine, Total",ZONE_CR_NODE_07,2.2
False,2023-06-09 09:20:00,Temperature,ZONE_CR_NODE_07,16.1
False,2023-06-09 09:05:00,"Chlorine, Free",ZONE_AE_NODE_02,0.51
False,2023-06-09 09:05:00,"Chlorine, Total",ZONE_AE_NODE_02,0.69
False,2023-06-09 09:05:00,Temperature,ZONE_AE_NODE_02,13.5
False,2023-06-09 08:59:00,"Chlorine, Free",ZONE_AY_NODE_06,0.53
False,2023-06-09 08:59:00,"Chlorine, Total",ZONE_AY_NODE_06,0.64
False,2023-06-09 08:59:00,Temperature,ZONE_AY_NODE_06,12.2
False,2023-06-09 08:45:00,"Chlorine, Free",ZONE_AE_NODE_03,0.85
False,2023-06-09 08:45:00,"Chlorine, Total",ZONE_AE_NODE_03,0.96
False,2023-06-09 08:45:00,Temperature,ZONE_AE_NODE_03,12.5
False,2023-06-09 08:40:00,"Chlorine, Free",ZONE_AP_NODE_01,1.0
False,2023-06-09 08:40:00,"Chlorine, Total",ZONE_AP_NODE_01,1.3
False,2023-06-09 08:40:00,Temperature,ZONE_AP_NODE_01,16.3
False,2023-06-09 08:33:00,"Chlorine, Free",ZONE_BZ_NODE_03,0.53
False,2023-06-09 08:33:00,"Chlorine, Total",ZONE_BZ_NODE_03,0.63
False,2023-06-09 08:33:00,Temperature,ZONE_BZ_NODE_03,13.6
False,2023-06-09 08:25:00,"Chlorine, Free",ZONE_AP_NODE_13,1.2
False,2023-06-09 08:25:00,"Chlorine, Total",ZONE_AP_NODE_13,1.6
False,2023-06-09 08:25:00,Temperature,ZONE_AP_NODE_13,15.5
False,2023-06-09 08:25:00,"Chlorine, Free",ZONE_BB_NODE_10,0.55
False,2023-06-09 08:25:00,"Chlorine, Total",ZONE_BB_NODE_10,0.63
False,2023-06-09 08:25:00,Temperature,ZONE_BB_NODE_10,13.0
False,2023-06-09 08:10:00,"Chlorine, Free",ZONE_AP_NODE_14,0.84
False,2023-06-09 08:10:00,"Chlorine, Total",ZONE_AP_NODE_14,1.1
False,2023-06-09 08:10:00,Temperature,ZONE_AP_NODE_14,15.7
False,2023-06-09 08:10:00,"Chlorine, Free",ZONE_AG_NODE_01,0.72
False,2023-06-09 08:10:00,"Chlorine, Total",ZONE_AG_NODE_01,0.81
False,2023-06-09 08:10:00,Temperature,ZONE_AG_NODE_01,13.0
False,2023-06-09 08:03:00,"Chlorine, Free",ZONE_BZ_NODE_01,0.57
False,2023-06-09 08:03:00,"Chlorine, Total",ZONE_BZ_NODE_01,0.67
False,2023-06-09 08:03:00,Temperature,ZONE_BZ_NODE_01,12.9
False,2023-06-09 07:55:00,"Chlorine, Free",ZONE_AP_NODE_07,0.71
False,2023-06-09 07:55:00,"Chlorine, Total",ZONE_AP_NODE_07,0.93
False,2023-06-09 07:55:00,Temperature,ZONE_AP_NODE_07,16.0
False,2023-06-09 07:50:00,"Chlorine, Free",ZONE_BV_NODE_28,0.75
False,2023-06-09 07:50:00,"Chlorine, Total",ZONE_BV_NODE_28,0.82
False,2023-06-09 07:50:00,Temperature,ZONE_BV_NODE_28,13.0
False,2023-06-09 07:36:00,"Chlorine, Free",ZONE_BZ_NODE_07,0.41
False,2023-06-09 07:36:00,"Chlorine, Total",ZONE_BZ_NODE_07,0.5
False,2023-06-09 07:36:00,Temperature,ZONE_BZ_NODE_07,13.2
False,2023-06-09 07:30:00,"Chlorine, Free",ZONE_H_NODE_01,0.72
False,2023-06-09 07:30:00,"Chlorine, Total",ZONE_H_NODE_01,0.88
False,2023-06-09 07:30:00,Temperature,ZONE_H_NODE_01,13.0
False,2023-06-09 07:25:00,"Chlorine, Free",ZONE_CS_NODE_01,0.94
False,2023-06-09 07:25:00,"Chlorine, Total",ZONE_CS_NODE_01,1.3
False,2023-06-09 07:25:00,Temperature,ZONE_CS_NODE_01,15.0
False,2023-05-09 13:25:00,"Chlorine, Free",ZONE_BQ_NODE_01,0.93
False,2023-05-09 13:25:00,"Chlorine, Total",ZONE_BQ_NODE_01,1.3
False,2023-05-09 13:25:00,Temperature,ZONE_BQ_NODE_01,12.7
False,2023-05-09 13:05:00,"Chlorine, Free",ZONE_BF_NODE_01,1.5
False,2023-05-09 13:05:00,"Chlorine, Total",ZONE_BF_NODE_01,1.8
False,2023-05-09 13:05:00,Temperature,ZONE_BF_NODE_01,11.8
False,2023-05-09 12:45:00,"Chlorine, Free",ZONE_BA_NODE_05,1.1
False,2023-05-09 12:45:00,"Chlorine, Total",ZONE_BA_NODE_05,1.2
False,2023-05-09 12:45:00,Temperature,ZONE_BA_NODE_05,12.5
False,2023-05-09 12:35:00,"Chlorine, Free",ZONE_AD_NODE_19,0.05
False,2023-05-09 12:35:00,"Chlorine, Total",ZONE_AD_NODE_19,0.13
False,2023-05-09 12:35:00,Temperature,ZONE_AD_NODE_19,13.0
False,2023-05-09 12:30:00,"Chlorine, Free",ZONE_BT_NODE_01,0.6
False,2023-05-09 12:30:00,"Chlorine, Total",ZONE_BT_NODE_01,0.74
False,2023-05-09 12:30:00,Temperature,ZONE_BT_NODE_01,13.5
False,2023-05-09 12:15:00,"Chlorine, Free",ZONE_AD_NODE_34,0.88
False,2023-05-09 12:15:00,"Chlorine, Total",ZONE_AD_NODE_34,1.2
False,2023-05-09 12:15:00,Temperature,ZONE_AD_NODE_34,12.8
False,2023-05-09 12:00:00,"Chlorine, Free",ZONE_BV_NODE_20,0.41
False,2023-05-09 12:00:00,"Chlorine, Total",ZONE_BV_NODE_20,0.5
False,2023-05-09 12:00:00,Temperature,ZONE_BV_NODE_20,13.0
False,2023-05-09 11:55:00,"Chlorine, Free",ZONE_AD_NODE_30,1.3
False,2023-05-09 11:55:00,"Chlorine, Total",ZONE_AD_NODE_30,1.8
False,2023-05-09 11:55:00,Temperature,ZONE_AD_NODE_30,12.5
False,2023-05-09 11:40:00,"Chlorine, Free",ZONE_AO_NODE_01,0.33
False,2023-05-09 11:40:00,"Chlorine, Total",ZONE_AO_NODE_01,0.72
False,2023-05-09 11:40:00,Temperature,ZONE_AO_NODE_01,12.5
False,2023-05-09 11:35:00,"Chlorine, Free",ZONE_AD_NODE_31,0.92
False,2023-05-09 11:35:00,"Chlorine, Total",ZONE_AD_NODE_31,1.3
False,2023-05-09 11:35:00,Temperature,ZONE_AD_NODE_31,13.1
False,2023-05-09 11:25:00,"Chlorine, Free",ZONE_Q_NODE_08,0.82
False,2023-05-09 11:25:00,"Chlorine, Total",ZONE_Q_NODE_08,0.92
False,2023-05-09 11:25:00,Temperature,ZONE_Q_NODE_08,17.9
False,2023-05-09 11:20:00,"Chlorine, Free",ZONE_AO_NODE_05,0.05
False,2023-05-09 11:20:00,"Chlorine, Total",ZONE_AO_NODE_05,0.17
False,2023-05-09 11:20:00,Temperature,ZONE_AO_NODE_05,13.3
False,2023-05-09 11:15:00,"Chlorine, Free",ZONE_AD_NODE_29,0.81
False,2023-05-09 11:15:00,"Chlorine, Total",ZONE_AD_NODE_29,1.2
False,2023-05-09 11:15:00,Temperature,ZONE_AD_NODE_29,14.3
False,2023-05-09 11:10:00,"Chlorine, Free",ZONE_BV_NODE_01,0.6
False,2023-05-09 11:10:00,"Chlorine, Total",ZONE_BV_NODE_01,0.68
False,2023-05-09 11:10:00,Temperature,ZONE_BV_NODE_01,13.0
False,2023-05-09 11:05:00,"Chlorine, Free",ZONE_Q_NODE_09,0.88
False,2023-05-09 11:05:00,"Chlorine, Total",ZONE_Q_NODE_09,0.96
False,2023-05-09 11:05:00,Temperature,ZONE_Q_NODE_09,17.0
False,2023-05-09 10:55:00,"Chlorine, Free",ZONE_AD_NODE_18,1.0
False,2023-05-09 10:55:00,"Chlorine, Total",ZONE_AD_NODE_18,1.4
False,2023-05-09 10:55:00,Temperature,ZONE_AD_NODE_18,13.7
False,2023-05-09 10:40:00,"Chlorine, Free",ZONE_CA_NODE_13,1.2
False,2023-05-09 10:40:00,"Chlorine, Total",ZONE_CA_NODE_13,1.3
False,2023-05-09 10:40:00,Temperature,ZONE_CA_NODE_13,17.5
False,2023-05-09 10:35:00,"Chlorine, Free",ZONE_AD_NODE_09,1.3
False,2023-05-09 10:35:00,"Chlorine, Total",ZONE_AD_NODE_09,1.6
False,2023-05-09 10:35:00,Temperature,ZONE_AD_NODE_09,13.5
False,2023-05-09 10:30:00,"Chlorine, Free",ZONE_CA_NODE_10,1.2
False,2023-05-09 10:30:00,"Chlorine, Total",ZONE_CA_NODE_10,1.3
False,2023-05-09 10:30:00,Temperature,ZONE_CA_NODE_10,17.4
False,2023-05-09 10:30:00,"Chlorine, Free",ZONE_I_NODE_02,0.41
False,2023-05-09 10:30:00,"Chlorine, Total",ZONE_I_NODE_02,0.5
False,2023-05-09 10:30:00,Temperature,ZONE_I_NODE_02,14.0
False,2023-05-09 10:25:00,"Chlorine, Free",ZONE_CM_NODE_01,1.3
False,2023-05-09 10:25:00,"Chlorine, Total",ZONE_CM_NODE_01,1.6
False,2023-05-09 10:25:00,Temperature,ZONE_CM_NODE_01,11.8
False,2023-05-09 10:15:00,"Chlorine, Free",ZONE_AD_NODE_28,0.77
False,2023-05-09 10:15:00,"Chlorine, Total",ZONE_AD_NODE_28,1.1
False,2023-05-09 10:15:00,Temperature,ZONE_AD_NODE_28,13.6
False,2023-05-09 10:15:00,"Chlorine, Free",ZONE_CA_NODE_12,0.05
False,2023-05-09 10:15:00,"Chlorine, Total",ZONE_CA_NODE_12,0.05
False,2023-05-09 10:15:00,Temperature,ZONE_CA_NODE_12,18.3
False,2023-05-09 10:15:00,"Chlorine, Free",ZONE_CV_NODE_02,0.62
False,2023-05-09 10:15:00,"Chlorine, Total",ZONE_CV_NODE_02,0.73
False,2023-05-09 10:15:00,Temperature,ZONE_CV_NODE_02,13.5
False,2023-05-09 10:00:00,"Chlorine, Free",ZONE_CR_NODE_02,1.3
False,2023-05-09 10:00:00,"Chlorine, Total",ZONE_CR_NODE_02,2.0
False,2023-05-09 10:00:00,Temperature,ZONE_CR_NODE_02,10.7
False,2023-05-09 10:00:00,"Chlorine, Free",ZONE_CV_NODE_03,0.81
False,2023-05-09 10:00:00,"Chlorine, Total",ZONE_CV_NODE_03,0.96
False,2023-05-09 10:00:00,Temperature,ZONE_CV_NODE_03,13.5
False,2023-05-09 09:50:00,"Chlorine, Free",ZONE_AD_NODE_33,1.3
False,2023-05-09 09:50:00,"Chlorine, Total",ZONE_AD_NODE_33,1.6
False,2023-05-09 09:50:00,Temperature,ZONE_AD_NODE_33,12.0
False,2023-05-09 09:50:00,"Chlorine, Free",ZONE_CO_NODE_32,0.69
False,2023-05-09 09:50:00,"Chlorine, Total",ZONE_CO_NODE_32,0.9
False,2023-05-09 09:50:00,Temperature,ZONE_CO_NODE_32,16.5
False,2023-05-09 09:45:00,"Chlorine, Free",ZONE_CV_NODE_06,0.5
False,2023-05-09 09:45:00,"Chlorine, Total",ZONE_CV_NODE_06,0.58
False,2023-05-09 09:45:00,Temperature,ZONE_CV_NODE_06,13.0
False,2023-05-09 09:40:00,"Chlorine, Free",ZONE_BS_NODE_06,0.92
False,2023-05-09 09:40:00,"Chlorine, Total",ZONE_BS_NODE_06,1.3
False,2023-05-09 09:40:00,Temperature,ZONE_BS_NODE_06,11.0
False,2023-05-09 09:25:00,"Chlorine, Free",ZONE_AD_NODE_32,0.51
False,2023-05-09 09:25:00,"Chlorine, Total",ZONE_AD_NODE_32,0.83
False,2023-05-09 09:25:00,Temperature,ZONE_AD_NODE_32,12.5
False,2023-05-09 09:25:00,"Chlorine, Free",ZONE_AU_NODE_01,0.9
False,2023-05-09 09:25:00,"Chlorine, Total",ZONE_AU_NODE_01,1.1
False,2023-05-09 09:25:00,Temperature,ZONE_AU_NODE_01,11.6
False,2023-05-09 09:15:00,"Chlorine, Free",ZONE_DF_NODE_06,0.76
False,2023-05-09 09:15:00,"Chlorine, Total",ZONE_DF_NODE_06,0.91
False,2023-05-09 09:15:00,Temperature,ZONE_DF_NODE_06,11.5
False,2023-05-09 09:10:00,"Chlorine, Free",ZONE_BK_NODE_01,0.05
False,2023-05-09 09:10:00,"Chlorine, Total",ZONE_BK_NODE_01,0.05
False,2023-05-09 09:10:00,Temperature,ZONE_BK_NODE_01,10.9
False,2023-05-09 09:05:00,"Chlorine, Free",ZONE_AD_NODE_35,0.61
False,2023-05-09 09:05:00,"Chlorine, Total",ZONE_AD_NODE_35,1.0
False,2023-05-09 09:05:00,Temperature,ZONE_AD_NODE_35,12.9
False,2023-05-09 09:00:00,"Chlorine, Free",ZONE_AA_NODE_06,1.0
False,2023-05-09 09:00:00,"Chlorine, Total",ZONE_AA_NODE_06,1.3
False,2023-05-09 09:00:00,Temperature,ZONE_AA_NODE_06,16.3
False,2023-05-09 09:00:00,"Chlorine, Free",ZONE_CJ_NODE_25,0.58
False,2023-05-09 09:00:00,"Chlorine, Total",ZONE_CJ_NODE_25,0.65
False,2023-05-09 09:00:00,Temperature,ZONE_CJ_NODE_25,13.0
False,2023-05-09 08:50:00,"Chlorine, Free",ZONE_AJ_NODE_09,1.1
False,2023-05-09 08:50:00,"Chlorine, Total",ZONE_AJ_NODE_09,1.3
False,2023-05-09 08:50:00,Temperature,ZONE_AJ_NODE_09,12.6
False,2023-05-09 08:35:00,"Chlorine, Free",ZONE_CR_NODE_05,1.2
False,2023-05-09 08:35:00,"Chlorine, Total",ZONE_CR_NODE_05,1.6
False,2023-05-09 08:35:00,Temperature,ZONE_CR_NODE_05,12.4
False,2023-05-09 08:20:00,"Chlorine, Free",ZONE_AJ_NODE_03,1.0
False,2023-05-09 08:20:00,"Chlorine, Total",ZONE_AJ_NODE_03,1.2
False,2023-05-09 08:20:00,Temperature,ZONE_AJ_NODE_03,13.3
False,2023-05-09 08:20:00,"Chlorine, Free",ZONE_Z_NODE_14,0.45
False,2023-05-09 08:20:00,"Chlorine, Total",ZONE_Z_NODE_14,0.51
False,2023-05-09 08:20:00,Temperature,ZONE_Z_NODE_14,12.5
False,2023-05-09 08:15:00,"Chlorine, Free",ZONE_AA_NODE_07,1.1
False,2023-05-09 08:15:00,"Chlorine, Total",ZONE_AA_NODE_07,1.4
False,2023-05-09 08:15:00,Temperature,ZONE_AA_NODE_07,15.6
False,2023-05-09 08:15:00,"Chlorine, Free",ZONE_BM_NODE_03,0.52
False,2023-05-09 08:15:00,"Chlorine, Total",ZONE_BM_NODE_03,0.86
False,2023-05-09 08:15:00,Temperature,ZONE_BM_NODE_03,14.2
False,2023-05-09 08:05:00,"Chlorine, Free",ZONE_Z_NODE_02,0.39
False,2023-05-09 08:05:00,"Chlorine, Total",ZONE_Z_NODE_02,0.5
False,2023-05-09 08:05:00,Temperature,ZONE_Z_NODE_02,13.0
False,2023-05-09 07:50:00,"Chlorine, Free",ZONE_AA_NODE_08,1.2
False,2023-05-09 07:50:00,"Chlorine, Total",ZONE_AA_NODE_08,1.6
False,2023-05-09 07:50:00,Temperature,ZONE_AA_NODE_08,16.0
False,2023-05-09 07:50:00,"Chlorine, Free",ZONE_BM_NODE_09,0.47
False,2023-05-09 07:50:00,"Chlorine, Total",ZONE_BM_NODE_09,0.79
False,2023-05-09 07:50:00,Temperature,ZONE_BM_NODE_09,14.3
False,2023-05-09 07:50:00,"Chlorine, Free",ZONE_BE_NODE_04,0.18
False,2023-05-09 07:50:00,"Chlorine, Total",ZONE_BE_NODE_04,0.27
False,2023-05-09 07:50:00,Temperature,ZONE_BE_NODE_04,12.5
False,2023-05-09 07:30:00,"Chlorine, Free",ZONE_BM_NODE_13,1.1
False,2023-05-09 07:30:00,"Chlorine, Total",ZONE_BM_NODE_13,1.5
False,2023-05-09 07:30:00,Temperature,ZONE_BM_NODE_13,13.5
False,2023-05-09 07:30:00,"Chlorine, Free",ZONE_CO_NODE_21,0.05
False,2023-05-09 07:30:00,"Chlorine, Total",ZONE_CO_NODE_21,0.06
False,2023-05-09 07:30:00,Temperature,ZONE_CO_NODE_21,15.5
False,2023-04-09 12:10:00,"Chlorine, Free",ZONE_BC_NODE_13,1.0
False,2023-04-09 12:10:00,"Chlorine, Total",ZONE_BC_NODE_13,1.2
False,2023-04-09 12:10:00,Temperature,ZONE_BC_NODE_13,12.0
False,2023-04-09 12:05:00,"Chlorine, Free",ZONE_DF_NODE_03,0.67
False,2023-04-09 12:05:00,"Chlorine, Total",ZONE_DF_NODE_03,0.74
False,2023-04-09 12:05:00,Temperature,ZONE_DF_NODE_03,19.1
False,2023-04-09 11:50:00,"Chlorine, Free",ZONE_CT_NODE_05,0.62
False,2023-04-09 11:50:00,"Chlorine, Total",ZONE_CT_NODE_05,0.71
False,2023-04-09 11:50:00,Temperature,ZONE_CT_NODE_05,18.9
False,2023-04-09 11:40:00,"Chlorine, Free",ZONE_CY_NODE_21,0.62
False,2023-04-09 11:40:00,"Chlorine, Total",ZONE_CY_NODE_21,0.67
False,2023-04-09 11:40:00,Temperature,ZONE_CY_NODE_21,19.1
False,2023-04-09 11:35:00,"Chlorine, Free",ZONE_BC_NODE_03,0.62
False,2023-04-09 11:35:00,"Chlorine, Total",ZONE_BC_NODE_03,0.78
False,2023-04-09 11:35:00,Temperature,ZONE_BC_NODE_03,13.0
False,2023-04-09 11:15:00,"Chlorine, Free",ZONE_DF_NODE_02,1.4
False,2023-04-09 11:15:00,"Chlorine, Total",ZONE_DF_NODE_02,1.5
False,2023-04-09 11:15:00,Temperature,ZONE_DF_NODE_02,19.1
False,2023-04-09 11:05:00,"Chlorine, Free",ZONE_BC_NODE_11,0.91
False,2023-04-09 11:05:00,"Chlorine, Total",ZONE_BC_NODE_11,0.99
False,2023-04-09 11:05:00,Temperature,ZONE_BC_NODE_11,12.5
False,2023-04-09 10:50:00,"Chlorine, Free",ZONE_CY_NODE_07,0.57
False,2023-04-09 10:50:00,"Chlorine, Total",ZONE_CY_NODE_07,0.65
False,2023-04-09 10:50:00,Temperature,ZONE_CY_NODE_07,19.2
False,2023-04-09 10:15:00,"Chlorine, Free",ZONE_Y_NODE_01,1.4
False,2023-04-09 10:15:00,"Chlorine, Total",ZONE_Y_NODE_01,1.6
False,2023-04-09 10:15:00,Temperature,ZONE_Y_NODE_01,11.5
False,2023-04-09 10:00:00,"Chlorine, Free",ZONE_CD_NODE_03,1.2
False,2023-04-09 10:00:00,"Chlorine, Total",ZONE_CD_NODE_03,1.3
False,2023-04-09 10:00:00,Temperature,ZONE_CD_NODE_03,18.7
False,2023-04-09 09:50:00,"Chlorine, Free",ZONE_DF_NODE_04,0.8
False,2023-04-09 09:50:00,"Chlorine, Total",ZONE_DF_NODE_04,0.89
False,2023-04-09 09:50:00,Temperature,ZONE_DF_NODE_04,19.3
False,2023-04-09 09:50:00,"Chlorine, Free",ZONE_A_NODE_21,0.05
False,2023-04-09 09:50:00,"Chlorine, Total",ZONE_A_NODE_21,1.1
False,2023-04-09 09:50:00,Temperature,ZONE_A_NODE_21,11.0
False,2023-04-09 09:35:00,"Chlorine, Free",ZONE_A_NODE_20,0.11
False,2023-04-09 09:35:00,"Chlorine, Total",ZONE_A_NODE_20,1.0
False,2023-04-09 09:35:00,Temperature,ZONE_A_NODE_20,11.0
False,2023-04-09 09:30:00,"Chlorine, Free",ZONE_DD_NODE_02,0.32
False,2023-04-09 09:30:00,"Chlorine, Total",ZONE_DD_NODE_02,0.47
False,2023-04-09 09:30:00,Temperature,ZONE_DD_NODE_02,18.2
False,2023-04-09 09:20:00,"Chlorine, Free",ZONE_DD_NODE_01,0.3
False,2023-04-09 09:20:00,"Chlorine, Total",ZONE_DD_NODE_01,0.37
False,2023-04-09 09:20:00,Temperature,ZONE_DD_NODE_01,18.4
False,2023-04-09 09:20:00,"Chlorine, Free",ZONE_CR_NODE_06,0.07
False,2023-04-09 09:20:00,"Chlorine, Total",ZONE_CR_NODE_06,1.0
False,2023-04-09 09:20:00,Temperature,ZONE_CR_NODE_06,11.0
False,2023-04-09 08:55:00,"Chlorine, Free",ZONE_DA_NODE_01,0.53
False,2023-04-09 08:55:00,"Chlorine, Total",ZONE_DA_NODE_01,0.59
False,2023-04-09 08:55:00,Temperature,ZONE_DA_NODE_01,18.8
False,2023-04-09 08:45:00,"Chlorine, Free",ZONE_A_NODE_08,0.05
False,2023-04-09 08:45:00,"Chlorine, Total",ZONE_A_NODE_08,1.2
False,2023-04-09 08:45:00,Temperature,ZONE_A_NODE_08,11.0
False,2023-04-09 08:30:00,"Chlorine, Free",ZONE_A_NODE_16,0.07
False,2023-04-09 08:30:00,"Chlorine, Total",ZONE_A_NODE_16,0.49
False,2023-04-09 08:30:00,Temperature,ZONE_A_NODE_16,11.0
False,2023-04-09 08:30:00,"Chlorine, Free",ZONE_CY_NODE_24,0.51
False,2023-04-09 08:30:00,"Chlorine, Total",ZONE_CY_NODE_24,0.57
False,2023-04-09 08:30:00,Temperature,ZONE_CY_NODE_24,19.9
False,2023-04-09 08:15:00,"Chlorine, Free",ZONE_CY_NODE_17,0.5
False,2023-04-09 08:15:00,"Chlorine, Total",ZONE_CY_NODE_17,0.56
False,2023-04-09 08:15:00,Temperature,ZONE_CY_NODE_17,19.4
False,2023-04-09 08:15:00,"Chlorine, Free",ZONE_A_NODE_03,0.05
False,2023-04-09 08:15:00,"Chlorine, Total",ZONE_A_NODE_03,0.3
False,2023-04-09 08:15:00,Temperature,ZONE_A_NODE_03,11.0
False,2023-04-09 08:00:00,"Chlorine, Free",ZONE_A_NODE_19,0.07
False,2023-04-09 08:00:00,"Chlorine, Total",ZONE_A_NODE_19,0.49
False,2023-04-09 08:00:00,Temperature,ZONE_A_NODE_19,11.0
False,2023-04-09 07:55:00,"Chlorine, Free",ZONE_AC_NODE_08,0.57
False,2023-04-09 07:55:00,"Chlorine, Total",ZONE_AC_NODE_08,0.65
False,2023-04-09 07:55:00,Temperature,ZONE_AC_NODE_08,18.6
False,2023-04-09 07:45:00,"Chlorine, Free",ZONE_AC_NODE_13,0.49
False,2023-04-09 07:45:00,"Chlorine, Total",ZONE_AC_NODE_13,0.56
False,2023-04-09 07:45:00,Temperature,ZONE_AC_NODE_13,19.1
False,2023-04-09 07:30:00,"Chlorine, Free",ZONE_AC_NODE_06,0.58
False,2023-04-09 07:30:00,"Chlorine, Total",ZONE_AC_NODE_06,0.65
False,2023-04-09 07:30:00,Temperature,ZONE_AC_NODE_06,18.7
False,2023-01-09 12:40:00,"Chlorine, Free",ZONE_CX_NODE_25,0.99
False,2023-01-09 12:40:00,"Chlorine, Total",ZONE_CX_NODE_25,1.1
False,2023-01-09 12:40:00,Temperature,ZONE_CX_NODE_25,12.0
False,2023-01-09 12:20:00,"Chlorine, Free",ZONE_DE_NODE_01,1.8
False,2023-01-09 12:20:00,"Chlorine, Total",ZONE_DE_NODE_01,2.1
False,2023-01-09 12:20:00,Temperature,ZONE_DE_NODE_01,12.0
False,2023-01-09 12:05:00,"Chlorine, Free",ZONE_B_NODE_01,1.3
False,2023-01-09 12:05:00,"Chlorine, Total",ZONE_B_NODE_01,1.5
False,2023-01-09 12:05:00,Temperature,ZONE_B_NODE_01,12.0
False,2023-01-09 11:50:00,"Chlorine, Free",ZONE_CR_NODE_04,1.4
False,2023-01-09 11:50:00,"Chlorine, Total",ZONE_CR_NODE_04,1.7
False,2023-01-09 11:50:00,Temperature,ZONE_CR_NODE_04,12.0
False,2023-01-09 11:35:00,"Chlorine, Free",ZONE_CX_NODE_05,0.74
False,2023-01-09 11:35:00,"Chlorine, Total",ZONE_CX_NODE_05,0.9
False,2023-01-09 11:35:00,Temperature,ZONE_CX_NODE_05,12.5
False,2023-01-09 10:45:00,"Chlorine, Free",ZONE_CJ_NODE_09,1.1
False,2023-01-09 10:45:00,"Chlorine, Total",ZONE_CJ_NODE_09,1.2
False,2023-01-09 10:45:00,Temperature,ZONE_CJ_NODE_09,12.5
False,2023-01-09 10:30:00,"Chlorine, Free",ZONE_O_NODE_01,0.88
False,2023-01-09 10:30:00,"Chlorine, Total",ZONE_O_NODE_01,1.0
False,2023-01-09 10:30:00,Temperature,ZONE_O_NODE_01,13.0
False,2023-01-09 10:15:00,"Chlorine, Free",ZONE_BX_NODE_03,0.78
False,2023-01-09 10:15:00,"Chlorine, Total",ZONE_BX_NODE_03,0.85
False,2023-01-09 10:15:00,Temperature,ZONE_BX_NODE_03,13.0
False,2023-01-09 10:00:00,"Chlorine, Free",ZONE_CZ_NODE_03,0.71
False,2023-01-09 10:00:00,"Chlorine, Total",ZONE_CZ_NODE_03,0.87
False,2023-01-09 10:00:00,Temperature,ZONE_CZ_NODE_03,13.0
False,2023-01-09 09:45:00,"Chlorine, Free",ZONE_BR_NODE_03,0.9
False,2023-01-09 09:45:00,"Chlorine, Total",ZONE_BR_NODE_03,1.0
False,2023-01-09 09:45:00,Temperature,ZONE_BR_NODE_03,12.0
False,2023-01-09 09:30:00,"Chlorine, Free",ZONE_BR_NODE_01,0.76
False,2023-01-09 09:30:00,"Chlorine, Total",ZONE_BR_NODE_01,0.85
False,2023-01-09 09:30:00,Temperature,ZONE_BR_NODE_01,11.5
False,2023-01-09 09:10:00,"Chlorine, Free",ZONE_BP_NODE_08,0.99
False,2023-01-09 09:10:00,"Chlorine, Total",ZONE_BP_NODE_08,1.1
False,2023-01-09 09:10:00,Temperature,ZONE_BP_NODE_08,12.5
False,2023-01-09 08:50:00,"Chlorine, Free",ZONE_CE_NODE_06,1.0
False,2023-01-09 08:50:00,"Chlorine, Total",ZONE_CE_NODE_06,1.2
False,2023-01-09 08:50:00,Temperature,ZONE_CE_NODE_06,12.5
False,2023-01-09 07:55:00,"Chlorine, Free",ZONE_CI_NODE_01,0.8
False,2023-01-09 07:55:00,"Chlorine, Total",ZONE_CI_NODE_01,0.94
False,2023-01-09 07:55:00,Temperature,ZONE_CI_NODE_01,11.0
False,2023-01-09 07:40:00,"Chlorine, Free",ZONE_L_NODE_01,1.3
False,2023-01-09 07:40:00,"Chlorine, Total",ZONE_L_NODE_01,1.4
False,2023-01-09 07:40:00,Temperature,ZONE_L_NODE_01,11.0
False,2023-01-09 00:00:00,"Chlorine, Free",ZONE_AI_NODE_07,1.1
False,2023-01-09 00:00:00,"Chlorine, Total",ZONE_AI_NODE_07,1.3
False,2023-01-09 00:00:00,Temperature,ZONE_AI_NODE_07,13.3
False,2023-01-09 00:00:00,"Chlorine, Free",ZONE_AI_NODE_09,0.87
False,2023-01-09 00:00:00,"Chlorine, Total",ZONE_AI_NODE_09,1.1
False,2023-01-09 00:00:00,Temperature,ZONE_AI_NODE_09,12.8
False,2023-01-09 00:00:00,"Chlorine, Free",ZONE_AI_NODE_04,1.0
False,2023-01-09 00:00:00,"Chlorine, Total",ZONE_AI_NODE_04,1.2
False,2023-01-09 00:00:00,Temperature,ZONE_AI_NODE_04,13.3
False,2023-01-09 00:00:00,"Chlorine, Free",ZONE_BV_NODE_26,0.75
False,2023-01-09 00:00:00,"Chlorine, Total",ZONE_BV_NODE_26,0.91
False,2023-01-09 00:00:00,Temperature,ZONE_BV_NODE_26,13.4
False,2023-01-09 00:00:00,"Chlorine, Free",ZONE_BV_NODE_29,0.74
False,2023-01-09 00:00:00,"Chlorine, Total",ZONE_BV_NODE_29,0.89
False,2023-01-09 00:00:00,Temperature,ZONE_BV_NODE_29,12.7
False,2023-01-09 00:00:00,"Chlorine, Free",ZONE_BO_NODE_13,0.32
False,2023-01-09 00:00:00,"Chlorine, Total",ZONE_BO_NODE_13,0.53
False,2023-01-09 00:00:00,Temperature,ZONE_BO_NODE_13,13.8
False,2023-01-09 00:00:00,"Chlorine, Free",ZONE_U_NODE_03,0.76
